19	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	88.0	0.0	20.0	38.0	24.0	44.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	14.0	0.0	0.0	0.0	2.0	50.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	20.0	0.0	14.0	4.0	2.0	0.0	0.0	20.0	2.0	18.0	20.0	6.0	2.0	0.0	0.0	2.0	2.0	4.0	0.0
21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	38.0	14.0	0.0	2.0	14.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
22	0.0	4.0	0.0	60.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	68.0	24.0	4.0	2.0	0.0	24.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
23	0.0	2.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	666.0	44.0	2.0	14.0	24.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	4.0	2.0	0.0	14.0	6.0	92.0	84.0	0.0	0.0	6.0	4.0	4.0	2.0	0.0	14.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	48.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	6.0	0.0	0.0	2.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	2.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	20.0	8.0	0.0	12.0	0.0	0.0	0.0	12.0	28.0	10.0	8.0	0.0	14.0	4.0	0.0	14.0	4.0	2.0
27	28.0	18.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	4.0	2.0	2.0	4.0	0.0	0.0	8.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	48.0	0.0	12.0	0.0	4.0	24.0	12.0	112.0	14.0	2.0	36.0	2.0	6.0	2.0
28	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	28.0	4.0	0.0	22.0	2.0	0.0	0.0	0.0	2.0	14.0	4.0	4.0
29	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	10.0	24.0	22.0	0.0	16.0	34.0	8.0	4.0	6.0	4.0	6.0	6.0
30	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	8.0	12.0	2.0	16.0	0.0	14.0	2.0	2.0	6.0	4.0	8.0	0.0
31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	34.0	14.0	0.0	10.0	2.0	0.0	0.0	6.0	0.0
32	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	14.0	0.0	8.0	2.0	10.0	0.0	4.0	2.0	14.0	0.0	0.0
33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	4.0	2.0	2.0	4.0	0.0	0.0	4.0	2.0	0.0
34	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	36.0	2.0	6.0	6.0	0.0	2.0	0.0	0.0	36.0	26.0	28.0
35	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	14.0	2.0	14.0	4.0	4.0	0.0	14.0	4.0	36.0	0.0	30.0	10.0
36	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	4.0	6.0	4.0	6.0	8.0	6.0	0.0	2.0	26.0	30.0	0.0	12.0
37	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	6.0	0.0	0.0	0.0	0.0	28.0	10.0	12.0	0.0
